2,1000,106342,0.036735,12,1
2,1000,223034,0.048020,11,1
2,2000,423252,0.088295,11,1
2,2000,889372,0.125819,10,1
2,3000,950022,0.149972,10,1
2,3000,2001058,0.256741,10,1
2,4000,1689062,0.270121,11,1
2,4000,3555962,0.430178,10,1
2,5657,7110505,0.794377,10,1
2,6000,3797120,0.492455,10,1
2,8000,6745868,0.841319,10,1
